Index,Developer,Video_Game_Name
0,Ensemble Studios,Age of Empires II: The Age of Kings
1,Microsoft,Age of Empires II: The Age of Kings
2,Konami,Age of Empires II: The Age of Kings
3,Capcom Production Studio 1,Devil May Cry 4
4,Capcom,Devil May Cry 4
5,THQ,MotoGP
6,Climax Racing,MotoGP
7,Take-Two Interactive,Scaler
8,Global Star Software,Scaler
9,A2M,Scaler
10,Bungie,Halo 2
11,Microsoft Game Studios,Halo 2
12,Pi Studios,Halo 2
13,2K Games,X-COM: UFO Defense
14,Mythos Games,X-COM: UFO Defense
15,"MicroProse Software, Inc.",X-COM: UFO Defense
16,Mediaquest,X-COM: UFO Defense
17,Treasure,Gradius V
18,Konami,Gradius V
19,G.rev,Gradius V
20,Vicious Cycle Software,Adventure Time: Finn & Jake Investigations
21,Little Orbit,Adventure Time: Finn & Jake Investigations
22,EA Los Angeles,Medal of Honor: Vanguard
23,Budcat Creations,Medal of Honor: Vanguard
24,Electronic Arts,Medal of Honor: Vanguard
25,"Sega Enterprises, Ltd.",World Cup '98 France: Road to Win
26,Konami,Pro Evolution Soccer 2013
27,Vivendi Universal Games,Barbie and the Magic of Pegasus
28,WayForward Technologies,Barbie and the Magic of Pegasus
29,Rockstar Games,Beaterator
30,Rockstar Leeds,Beaterator
31,Bandai,SD Gundam G Generation DS
32,DreamCatcher Interactive,Arcania: Gothic 4
33,CyberFront,Arcania: Gothic 4
34,JoWooD Entertainment AG,Arcania: Gothic 4
35,Spellbound Entertainment,Arcania: Gothic 4
36,Trinigy,Arcania: Gothic 4
37,Eighting,Bleach: Heat the Soul
38,Sony Computer Entertainment,Bleach: Heat the Soul
39,Compile Heart,MegaTagmension Blanc + Neptune VS Zombies
40,Tamsoft,MegaTagmension Blanc + Neptune VS Zombies
41,Idea Factory,MegaTagmension Blanc + Neptune VS Zombies
42,SCE London Studio,SingStar Guitar
43,SCE Worldwide Studios Europe,SingStar Guitar
44,THQ,Psychonauts
45,Double Fine Productions,Psychonauts
46,Budcat Creations,Psychonauts
47,Majesco Entertainment,Psychonauts
48,Xbox Game Studios,Psychonauts
49,The Game Factory,Code Lyoko: Quest for Infinity
50,Neko Entertainment,Code Lyoko: Quest for Infinity
51,Taffy Entertainment,Code Lyoko: Quest for Infinity
52,Namco,World Stadium 5
53,Ubisoft San Francisco,The Smurfs 2
54,Rovio Entertainment,Angry Birds: Rio
55,HB Studios Multimedia Ltd.,Backyard Sports: Sandlot Sluggers
56,"Atari, Inc.",Backyard Sports: Sandlot Sluggers
57,Nippon Ichi Software,Uta no Prince-Sama: Debut
58,Broccoli,Uta no Prince-Sama: Debut
59,EA Sports BIG,Freekstyle
60,Hypnos Entertainment,Freekstyle
61,Destination Software,Freekstyle
62,Zoo Digital,Freekstyle
63,Page 44 Studios,Freekstyle
64,Full Fat,Freekstyle
65,Electronic Arts,Freekstyle
66,Inti Creates,PAC-MAN and the Ghostly Adventures
67,Monkey Bar Games,PAC-MAN and the Ghostly Adventures
68,Namco Bandai Games,PAC-MAN and the Ghostly Adventures
69,Bandai,Digimon Rumble Arena 2
70,2K Play,Dora the Explorer: Dora Saves the Crystal Kingdom
71,High Voltage Software,Dora the Explorer: Dora Saves the Crystal Kingdom
72,Electronic Arts,Shockwave Assault
73,Electronic Arts Victor,Shockwave Assault
74,PlatinumGames,Teenage Mutant Ninja Turtles: Mutants in Manhattan
75,Activision,Teenage Mutant Ninja Turtles: Mutants in Manhattan
76,Bandai,Ribbit King
77,Jamsworks,Ribbit King
78,Infinity,Ribbit King
79,Mojang Studios,Minecraft: Story Mode
80,Telltale Games,Minecraft: Story Mode
81,O3 Entertainment,Alien Hominid
82,Zoo Digital,Alien Hominid
83,The Behemoth,Alien Hominid
84,Tecmo,Rygar: The Battle of Argus
85,Sega,Pro Yakyuu Greatest Nine 98
86,Destination Software,Snood 2: On Vacation
87,DSI Games,Snood 2: On Vacation
88,DreamCatcher Interactive,Learn Chess
89,Team NINJA,Ninja Gaiden Black
90,Tecmo,Ninja Gaiden Black
91,THQ,Scooby-Doo! Who's Watching Who?
92,Humansoft,Scooby-Doo! Who's Watching Who?
93,Savage Entertainment,Scooby-Doo! Who's Watching Who?
94,Atlus,Touch Detective
95,BeeWorks,Touch Detective
96,Success Corporation,Touch Detective
97,Otomate,Hakuouki: Zuisouroku Portable
98,Design Factory,Hakuouki: Zuisouroku Portable
99,Idea Factory,Hakuouki: Zuisouroku Portable
100,Magic Pockets,Imagine: Reporter
101,Namco Bandai Games,Dragon Ball Kai: Ultimate Butouden
102,Atlus,Shin Megami Tensei
103,Artech Studios,Trivial Pursuit unhinged
104,"Atari, Inc.",Trivial Pursuit unhinged
105,EA Sports,NCAA March Madness 08
106,EA Canada,NCAA March Madness 08
107,Namco Bandai Games,InuYasha: Secret of the Divine Jewel
108,2K Sports,Major League Baseball 2K12
109,Visual Concepts,Major League Baseball 2K12
110,Take-Two Interactive,Major League Baseball 2K12
111,3d6 Games,The Revenge of Shinobi
112,THQ,The Revenge of Shinobi
113,Sega,The Revenge of Shinobi
114,Konami,Bloody Roar 4
115,Hudson Soft,Bloody Roar 4
116,Eighting,Bloody Roar 4
117,Coresoft,Let's Ride! Silver Buckle Stables
118,THQ,Let's Ride! Silver Buckle Stables
119,Namco,I-Ninja
120,Zoo Digital,I-Ninja
121,Argonaut Games,I-Ninja
122,Sony Computer Entertainment,I-Ninja
123,Konami,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen
124,Zed Two,Dragon Tales: Dragon Seek
125,NewKidCo,Dragon Tales: Dragon Seek
126,Respondesign,Yourself Fitness
127,WayForward Technologies,Tak: The Great Juju Challenge
128,Avalanche Software,Tak: The Great Juju Challenge
129,Altron,Tak: The Great Juju Challenge
130,THQ,Tak: The Great Juju Challenge
131,PQube,Steins;Gate 0
132,5pb.,Steins;Gate 0
133,MAGES.,Steins;Gate 0
134,Digital Touch,Steins;Gate 0
135,Spike Chunsoft,Steins;Gate 0
136,Longtail Studios,Dance on Broadway
137,AiLive,Dance on Broadway
138,Capcom,Resident Evil Chronicles HD
139,Sports Interactive,Football Manager 2017
140,Sega Games,Football Manager 2017
141,Prolific Publishing,Return Fire
142,Time Warner Interactive,Return Fire
143,Silent Software,Return Fire
144,Media.Vision,Wild ARMs: Alter Code F
145,Agetec,Wild ARMs: Alter Code F
146,Sony Computer Entertainment,Wild ARMs: Alter Code F
147,Entersphere,Army Corps of Hell
148,Square Enix,Army Corps of Hell
149,Hudson Soft,Bomberman Max 2: Blue Advance
150,Sierra Entertainment,Bomberman Max 2: Blue Advance
151,Majesco Entertainment,Bomberman Max 2: Blue Advance
152,Activision,Shrek SuperSlam
153,Shaba Games,Shrek SuperSlam
154,LTI Gray Matter,Shrek SuperSlam
155,Other Ocean Interactive,Ultimate Mortal Kombat
156,Compile Heart,Hyperdimension Idol Neptunia PP
157,Idea Factory,Hyperdimension Idol Neptunia PP
158,NIS America,Hyperdimension Idol Neptunia PP
159,Media.Vision,Rapid Reload
160,Sony Computer Entertainment,Rapid Reload
161,THQ,New Legends
162,Infinite Machine,New Legends
163,Silicon Dreams Studios,Island Xtreme Stunts
164,Lego Software,Island Xtreme Stunts
165,DreamCatcher Interactive,Agassi Tennis Generation
166,Aqua Pacific,Agassi Tennis Generation
167,Destineer,I Love Puppies
168,SNK Playmore,Metal Slug X
169,DotEmu,Metal Slug X
170,SNK,Metal Slug X
171,Koei,Romance of the Three Kingdoms X
172,Hearty Robin,Brigandine: The Legend of Forsena
173,Atlus,Brigandine: The Legend of Forsena
174,Nippon Ichi Software,Prinny: Can I Really Be the Hero?
175,Engine Software,Prinny: Can I Really Be the Hero?
176,NIS America,Prinny: Can I Really Be the Hero?
177,Double Helix Games,Green Lantern: Rise of the Manhunters
178,Warner Bros. Interactive Entertainment,Green Lantern: Rise of the Manhunters
179,TDK Mediactive,Disney's The Haunted Mansion
180,High Voltage Software,Disney's The Haunted Mansion
181,Chunsoft,Sound Novel Machi
182,Sidhe Interactive,GripShift
183,Sony Online Entertainment,GripShift
184,Red Mile Entertainment,GripShift
185,Platform Publishing,GripShift
186,Atomic Planet Entertainment,Jenga World Tour
187,"Atari, Inc.",Jenga World Tour
188,Aspyr Media,Fighting Fantasy: The Warlock of Firetop Mountain
189,Big Blue Bubble,Fighting Fantasy: The Warlock of Firetop Mountain
190,Electronic Arts,FIFA 2001: Major League Soccer
191,EA Sports,FIFA 2001: Major League Soccer
192,Majesco Entertainment,Alvin and the Chipmunks: Chipwrecked
193,505 Games,Alvin and the Chipmunks: Chipwrecked
194,Behaviour Interactive,Alvin and the Chipmunks: Chipwrecked
195,2K Sports,NHL 2K8
196,Kush Games,NHL 2K8
197,Visual Concepts,NHL 2K8
198,Virtuos,Beowulf: The Game
199,Overworks,Skies of Arcadia
200,Sega,Skies of Arcadia
201,Infogrames,NASCAR: Dirt to Daytona
202,Monster Games,NASCAR: Dirt to Daytona
203,Genki,Demon Chaos
204,NOW Production,Demon Chaos
205,Konami,Demon Chaos
206,E-Game,Road Trip
207,Takara,Road Trip
208,Conspiracy Entertainment,Road Trip
209,Play It,Road Trip
210,System 3 Software,Road Trip
211,Sonokong,Road Trip
212,Electronic Arts,Monopoly Collection
213,Square Enix,Blood of Bahamut
214,Think & Feel,Blood of Bahamut
215,Autumn Games,Jimmie Johnson's Anything With an Engine
216,Isopod Labs,Jimmie Johnson's Anything With an Engine
217,Gust,Lilie no Atelier: Salburg no Renkinjutsushi 3
218,Activision,Animal Planet: Vet Life
219,Big Blue Bubble,Animal Planet: Vet Life
220,Fluid Studios,Top Gun: Firestorm Advance
221,Titus Interactive,Top Gun: Firestorm Advance
222,SCE London Studio,Singstar: Ultimate Party
223,Sony Computer Entertainment,Singstar: Ultimate Party
224,Sony Computer Entertainment,echochrome
225,Will,echochrome
226,SCE Japan Studio,echochrome
227,Core Design,Project Eden
228,Eidos Interactive,Project Eden
229,Square Enix,Project Eden
230,Atlus,Riviera: The Promised Land
231,505 Games,Riviera: The Promised Land
232,Sting,Riviera: The Promised Land
233,Prope,Digimon All-Star Rumble
234,Bandai Namco Games,Digimon All-Star Rumble
235,Sega of America,Sonic Boom: Fire & Ice
236,Sega Europe,Sonic Boom: Fire & Ice
237,Sanzaru Games,Sonic Boom: Fire & Ice
238,Sega Games,Sonic Boom: Fire & Ice
239,SNK Playmore,Samurai Shodown Anthology
240,Bold Games,Kawasaki Quad Bikes
241,Data Design Interactive,Kawasaki Quad Bikes
242,Popcorn Arcade,Kawasaki Quad Bikes
243,Team NINJA,Dead or Alive 5
244,Koei Tecmo Games,Dead or Alive 5
245,Red Wagon Games,May's Mystery: Forbidden Memories
246,Team NINJA,Yaiba: Ninja Gaiden Z
247,Spark Unlimited,Yaiba: Ninja Gaiden Z
248,Comcept,Yaiba: Ninja Gaiden Z
249,Koei Tecmo Games,Yaiba: Ninja Gaiden Z
250,Konami,Castlevania: Lords of Shadow 2
251,MercurySteam,Castlevania: Lords of Shadow 2
252,SCE Cambridge Studio,Ghosthunter
253,Sony Computer Entertainment Europe,Ghosthunter
254,Runecraft,Shadow of Destiny
255,Konami Computer Entertainment Tokyo,Shadow of Destiny
256,Konami,Pro Evolution Soccer 2012
257,Kogado Studio,Mimana Iyar Chronicle
258,Premium Agency,Mimana Iyar Chronicle
259,GungHo Works,Mimana Iyar Chronicle
260,Aksys Games,Mimana Iyar Chronicle
261,Namco Limited,Seven: Molmorth no Kiheitai
262,Ubisoft Shanghai,Tom Clancy's EndWar
263,2K Sports,Major League Baseball 2K11
264,Visual Concepts,Major League Baseball 2K11
265,Take-Two Interactive,Major League Baseball 2K11
266,Culture Publishers,Hello Kitty's Cube Frenzy
267,NewKidCo,Hello Kitty's Cube Frenzy
268,Maximum Family Games,JASF: Jane's Advanced Strike Fighters
269,Trickstar Games,JASF: Jane's Advanced Strike Fighters
270,Ubisoft San Francisco,The Smurfs 2
271,Sega,Astro Boy: Omega Factor
272,Sony Pictures Television,Astro Boy: Omega Factor
273,Sony Pictures Consumer Products,Astro Boy: Omega Factor
274,Tezuka Productions,Astro Boy: Omega Factor
275,Treasure,Astro Boy: Omega Factor
276,Hitmaker,Astro Boy: Omega Factor
277,Nippon Ichi Software,Disgaea Infinite
278,Nippon Ichi Software,Phantom Brave: The Hermuda Triangle
279,NIS America,Phantom Brave: The Hermuda Triangle
280,Tecmo Koei Games,Phantom Brave: The Hermuda Triangle
281,Bandai,Fullmetal Alchemist: Dual Sympathy
282,Destineer,Fullmetal Alchemist: Dual Sympathy
283,"Natsume Co., Ltd.",Fullmetal Alchemist: Dual Sympathy
284,Empire Interactive,Fullmetal Alchemist: Dual Sympathy
285,FuRyu,Cardfight!! Vanguard: Ride to Victory
286,505 Games,Chameleon
287,UFO Interactive Games,Chameleon
288,Telltale Games,The Wolf Among Us
289,5th Cell,Lock's Quest
290,THQ,Lock's Quest
291,EA Sports,Rugby 2005
292,EA Canada,Rugby 2005
293,MTO,Ochaken no Heya DS 2
294,Insomniac Games,Ratchet & Clank Future: Quest for Booty
295,Sony Computer Entertainment,Ratchet & Clank Future: Quest for Booty
296,Electronic Arts,Golden Nugget 64
297,Westwood Studios,Golden Nugget 64
298,Player 1,Robotron 64
299,Crave Entertainment,Robotron 64
300,GT Interactive Software,Robotron 64
301,Deep Silver,The X-Factor
302,Hydravision Entertainment,The X-Factor
303,Seaven Studio,The X-Factor
304,Kemco,Batman Beyond: Return of the Joker
305,St. GIGA,Castlevania Dracula X
306,Konami,Castlevania Dracula X
307,Playtronic,Castlevania Dracula X
308,Infogrames Multimedia,V-Rally Edition 99
309,Eden Studios,V-Rally Edition 99
310,SETA,Saikyou Habu Shogi
311,HB Studios,Rugby 15
312,Maximum Family Games,Rugby 15
313,Bigben Interactive,Rugby 15
314,Acclaim Entertainment,Tunnel B1
315,NEON Software,Tunnel B1
316,Ocean Software,Tunnel B1
317,GAGA Communications,Tunnel B1
318,Piko Interactive,Tunnel B1
319,Nippon Ichi Software,Last Rebellion
320,NIS America,Last Rebellion
321,Koei Tecmo Games,Last Rebellion
322,Hit Maker,Last Rebellion
323,Sony Computer Entertainment Europe,Porsche Challenge
324,Sony Computer Entertainment America,Porsche Challenge
325,Team Soho,Porsche Challenge
326,Tose,Dragon Ball Z: Shin Butouden
327,Bandai Namco Entertainment,Dragon Ball Z: Shin Butouden
328,Monkey Bar Games,Ben 10 Galactic Racing
329,D3 Publisher,Ben 10 Galactic Racing
330,Banpresto,Super Robot Taisen MX Portable
331,Tose,Champion Jockey: G1 Jockey & Gallop Racer
332,Tecmo Koei Games,Champion Jockey: G1 Jockey & Gallop Racer
333,Konami,Detana TwinBee Yahho! Deluxe Pack
334,Big Ant Studios,Truth or Lies
335,THQ,Truth or Lies
336,Team Tachyon,Quantum Theory
337,Tecmo,Quantum Theory
338,Broccoli,Uta no Prince-Sama: Music 2
339,Toys for Bob,Skylanders Imaginators
340,Activision,Skylanders Imaginators
341,Petroglyph Games,Star Wars: Empire at War - Gold Pack
342,Activision,SpongeBob: HeroPants
343,Behaviour Interactive,SpongeBob: HeroPants
344,Konami,Tornado Outbreak
345,Loose Cannon Studios,Tornado Outbreak
346,Eighting,Bleach: Heat the Soul 6
347,Sony Computer Entertainment,Bleach: Heat the Soul 6
348,Electronic Arts,Scrabble
349,Stainless Games,Scrabble
350,Redtribe,Space Chimps
351,Wicked Witch Software,Space Chimps
352,Brash Entertainment,Space Chimps
353,WB Games,Justice League Heroes
354,Sensory Sweep Studios,Justice League Heroes
355,Telltale Games,Back to the Future: The Game
356,Square Enix,Space Invaders Extreme
357,Guilti,Space Invaders Extreme
358,Backbone Entertainment,Space Invaders Extreme
359,Degica Games,Space Invaders Extreme
360,Taito,Space Invaders Extreme
361,Konami,Fishing Master World Tour
362,Koei,Mystic Heroes
363,7 Studios,Defender
364,Inevitable Entertainment,Defender
365,Midway,Defender
366,Digital Eclipse,Defender
367,Lionhead Studios,Black & White 2
368,Robosoft Technologies,Black & White 2
369,Feral Interactive,Black & White 2
370,Electronic Arts,Black & White 2
371,Konami,Captain Tsubasa: Aratanaru Densetsu Joshou
372,Omega Force,Arslan: The Warriors of Legend
373,Koei Tecmo Games,Arslan: The Warriors of Legend
374,Sony Computer Entertainment,Blood: The Last Vampire (Joukan)
375,Production I.G,Blood: The Last Vampire (Joukan)
376,"Sega Enterprises, Ltd.",Clockwork Knight
377,Sega of America,Clockwork Knight
378,Konami,Karaoke Revolution Presents American Idol Encore 2
379,Blitz Games,Karaoke Revolution Presents American Idol Encore 2
380,Metro3D,Dark Angel: Vampire Apocalypse
381,Codemasters,Damnation
382,Blue Omega Entertainment,Damnation
383,Activision,Monster Jam: Path of Destruction
384,Virtuos,Monster Jam: Path of Destruction
385,Gust,Atelier Totori: The Adventurer of Arland
386,Koei Tecmo Games,Atelier Totori: The Adventurer of Arland
387,AQ Interactive,No More Heroes: Red Zone
388,Marvelous Entertainment,No More Heroes: Red Zone
389,Crave Entertainment,Deadliest Catch: Sea of Chaos
390,Capcom,Super Puzzle Fighter II
391,Atomic Planet Entertainment,Super Puzzle Fighter II
392,Marvelous,Fate/Extella: The Umbral Star
393,XSEED Games,Fate/Extella: The Umbral Star
394,Namco Bandai Games,Battle Stadium D.O.N
395,Eighting,Battle Stadium D.O.N
396,Empire Interactive,Pipe Mania
397,Nintendo,Kurikin: Nano Island Story
398,Kouyousha,Kurikin: Nano Island Story
399,Gas Powered Games,Supreme Commander
400,Hellbent Games,Supreme Commander
401,THQ,Supreme Commander
402,Limbic Entertainment,Might & Magic Heroes VII
403,Housemarque,Transworld Snowboarding
404,Infogrames,Transworld Snowboarding
405,Midway Games,NFL Blitz 20-02
406,Konami,World Soccer Winning Eleven 8 International
407,Konami Computer Entertainment Tokyo,World Soccer Winning Eleven 8 International
408,MC2 France,Sniper Elite
409,Rebellion Developments,Sniper Elite
410,Namco Hometek,Sniper Elite
411,Reef Entertainment,Sniper Elite
412,MC2-Microïds,Sniper Elite
413,SUNSOFT,Mahjong Cub3D
414,Atlus,Mahjong Cub3D
415,Monster Games,Test Drive: Eve of Destruction
416,"Atari, Inc.",Test Drive: Eve of Destruction
417,Arc System Works,Blazblue: Continuum Shift Extend
418,Aksys Games,Blazblue: Continuum Shift Extend
419,Koei,Crimson Sea
420,EA Sports BIG,FIFA Street 3
421,Exient Entertainment,FIFA Street 3
422,Ignition Entertainment,Red Bull BC One
423,Playlogic Entertainment,Red Bull BC One
424,Smack Down Productions,Red Bull BC One
425,Traveller's Tales,The Weakest Link
426,Activision,The Weakest Link
427,BBC Multimedia,The Weakest Link
428,MTV Games,Rock Band Country Track Pack 2
429,Harmonix Music Systems,Rock Band Country Track Pack 2
430,Demiurge Studios,Rock Band Country Track Pack 2
431,Capcom,Viewtiful Joe: Red Hot Rumble
432,Clover Studio,Viewtiful Joe: Red Hot Rumble
433,Nintendo,Viewtiful Joe: Red Hot Rumble
434,MachineGames,Wolfenstein: The Old Blood
435,Bethesda Softworks,Wolfenstein: The Old Blood
436,Codemasters Southam,GRID Autosport
437,Codemasters,GRID Autosport
438,Feral Interactive,GRID Autosport
439,Sierra Entertainment,The Mummy: Tomb of the Dragon Emperor
440,Eurocom Entertainment Software,The Mummy: Tomb of the Dragon Emperor
441,A2M,The Mummy: Tomb of the Dragon Emperor
442,"Nicalis, Inc.",Ikaruga
443,G.rev,Ikaruga
444,Entertainment Software Publishing Inc.,Ikaruga
445,Treasure,Ikaruga
446,"Atari, Inc.",Ikaruga
447,Zereo,Ikaruga
448,Midway Games,The Suffering: Ties That Bind
449,Surreal Software,The Suffering: Ties That Bind
450,THQ,Scooby-Doo! Unmasked
451,2K Sports,MLB Superstars
452,Deep Fried Entertainment,MLB Superstars
453,Vicious Cycle Software,Adventure Time: Finn & Jake Investigations
454,Little Orbit,Adventure Time: Finn & Jake Investigations
455,Mastiff,Remington Super Slam Hunting: Alaska
456,Koei,Nobunaga's Ambition: Iron Triangle
457,Crytek,Crysis: Maximum Edition
458,EA,Crysis: Maximum Edition
459,Sandlot Games,Cake Mania: Main Street
460,Avanquest Software,Roary the Racing Car
461,Sierra Entertainment,The Mummy: Tomb of the Dragon Emperor
462,Eurocom Entertainment Software,The Mummy: Tomb of the Dragon Emperor
463,A2M,The Mummy: Tomb of the Dragon Emperor
464,Marvelous Interactive,Harvest Moon: Boy & Girl
465,Natsume Inc.,Harvest Moon: Boy & Girl
466,Atlus,Knights in the Nightmare
467,Sting,Knights in the Nightmare
468,Capcom,Sengoku Basara 4: Sumeragi
469,Activision,Shrek Smash n' Crash Racing
470,Torus Games,Shrek Smash n' Crash Racing
471,Nick Games,El Tigre: The Adventures of Manny Rivera
472,THQ,El Tigre: The Adventures of Manny Rivera
473,Barking Lizards Technologies,El Tigre: The Adventures of Manny Rivera
474,Sega of America,Jambo! Safari Animal Rescue
475,Full Fat,Jambo! Safari Animal Rescue
476,Sega AM2,Jambo! Safari Animal Rescue
477,Sega AM3,Jambo! Safari Animal Rescue
478,Kylotonn Games,WRC 5: FIA World Rally Championship
479,Plug In Digital,WRC 5: FIA World Rally Championship
480,Bigben Interactive,WRC 5: FIA World Rally Championship
481,Ubisoft Entertainment,Petz: Saddle Club
482,tri-Crescendo,Digimon World Re:Digitize Decode
483,Bandai Namco Games,Digimon World Re:Digitize Decode
484,Namco Bandai Games,Digimon World Re:Digitize Decode
485,Bandai,Digimon World 4
486,XPEC,Spectral Force 3
487,Idea Factory,Spectral Force 3
488,Atlus,Spectral Force 3
489,Razorworks Studios,Ford Racing 3
490,2K Games,Ford Racing 3
491,Empire Interactive,Ford Racing 3
492,Zoo Digital,Ford Racing 3
493,Visual Impact,Ford Racing 3
494,Hearty Robin,Sotsugyou Crossworld
495,Shogakukan Production,Sotsugyou Crossworld
496,Japan Home Video Co.,Sotsugyou Crossworld
497,Activision,Ty the Tasmanian Tiger 3: Night of the Quinkan
498,Zoo Digital,Ty the Tasmanian Tiger 3: Night of the Quinkan
499,Krome Studios,Ty the Tasmanian Tiger 3: Night of the Quinkan
500,Namco,R: Racing Evolution
501,Mobius Entertainment,Bionicle
502,Electronic Arts,Bionicle
503,Artificial Mind & Movement,The Ant Bully
504,Midway Games,The Ant Bully
505,Piranha Bytes,Risen 3: Titan Lords
506,Deep Silver,Risen 3: Titan Lords
507,Sega,Bleach GC: Tasogare Ni Mamieru Shinigami
508,Polygon Magic,Bleach GC: Tasogare Ni Mamieru Shinigami
509,Arc System Works,Battle Fantasia
510,Aksys Games,Battle Fantasia
511,505 Games,Battle Fantasia
512,Harmonix Music Systems,Karaoke Revolution
513,Spike,Fire Pro Wrestling Returns
514,Agetec,Fire Pro Wrestling Returns
515,505 Games,Fire Pro Wrestling Returns
516,Playlogic Entertainment,Obscure: The Aftermath
517,Ignition Entertainment,Obscure: The Aftermath
518,Hydravision Entertainment,Obscure: The Aftermath
519,Mighty Rocket Studios,Obscure: The Aftermath
520,THQ,Jimmy Neutron: Boy Genius
521,AWE Games,Jimmy Neutron: Boy Genius
522,BigSky Interactive Inc.,Jimmy Neutron: Boy Genius
523,EA Orlando,Henry Hatsworth in the Puzzling Adventure
524,EA Games,Henry Hatsworth in the Puzzling Adventure
525,Psygnosis,Rollcage Stage II
526,Midway Games,Rollcage Stage II
527,Take-Two Interactive,Rollcage Stage II
528,Attention To Detail,Rollcage Stage II
529,Koei,Samurai Warriors 2: Xtreme Legends
530,Omega Force,Samurai Warriors 2: Xtreme Legends
531,Koei Tecmo,Samurai Warriors 2: Xtreme Legends
532,Team NINJA,Dead or Alive 5
533,Tecmo Koei Games,Dead or Alive 5
534,Destineer,Game Hits!
535,Activision,Spider-Man: Edge of Time
536,King of the Jungle,Invasion From Beyond
537,GT Interactive Software,Invasion From Beyond
538,Piko Interactive,Invasion From Beyond
539,Brash Entertainment,Jumper: Griffin's Story
540,Redtribe,Jumper: Griffin's Story
541,Collision Studios,Jumper: Griffin's Story
542,Stormfront Studios,Forgotten Realms: Demon Stone
543,Zono Inc.,Forgotten Realms: Demon Stone
544,"Atari, Inc.",Forgotten Realms: Demon Stone
545,2K Sports,Major League Baseball 2K7
546,Kush Games,Major League Baseball 2K7
547,Take-Two Interactive,Major League Baseball 2K7
548,Backbone Entertainment,Rock Band 3
549,MTV Games,Rock Band 3
550,LucasArts,LEGO Star Wars II: The Original Trilogy
551,TT Games,LEGO Star Wars II: The Original Trilogy
552,Amaze Entertainment,LEGO Star Wars II: The Original Trilogy
553,BABEL Media,LEGO Star Wars II: The Original Trilogy
554,Omega Force,Dynasty Warriors 8: Empires
